caller_id,avg_call_duration,total_calls,night_call_ratio,unique_origin_regions,unique_target_regions,true_label
9006961799,122.92492718446601,412,0.4538834951456311,4,4,1
9006966596,170.50712765957448,94,0.07446808510638298,4,4,0
9007048965,158.05492063492062,63,0.015873015873015872,4,4,0
9007130057,154.04615384615383,52,0.057692307692307696,4,4,0
9007190766,162.054,55,0.09090909090909091,4,4,0
9007202679,157.76264150943396,53,0.05660377358490566,4,4,0
9007252576,159.97910256410256,78,0.038461538461538464,4,4,0
9007425757,146.26285714285714,49,0.04081632653061224,4,4,0
9007756625,168.1565909090909,44,0.0,4,4,0
9007807825,164.13458333333332,48,0.10416666666666667,4,4,0
9007830475,147.12967213114754,61,0.08196721311475409,4,4,0
9007879771,165.8609210526316,76,0.05263157894736842,4,4,0
9008273786,162.3995,60,0.06666666666666667,4,4,0
9008400979,146.81,50,0.08,4,4,0
9008496474,164.97418604651165,43,0.06976744186046512,4,4,0
9008524168,148.1225,40,0.05,4,4,0
9008598446,160.7211111111111,81,0.06172839506172839,4,4,0
9008657840,165.5045652173913,46,0.06521739130434782,4,4,0
9008689770,161.8711111111111,45,0.022222222222222223,4,4,0
9008815101,160.03946428571427,56,0.03571428571428571,4,4,0
9008819303,160.82064516129032,62,0.016129032258064516,4,4,0
9008875163,165.15425531914894,47,0.10638297872340426,4,4,0
9008917198,157.06945945945944,74,0.05405405405405406,4,4,0
9008925472,150.61950819672128,61,0.08196721311475409,4,4,0
9009088646,159.93594594594595,74,0.06756756756756757,4,4,0
9009122072,157.2822950819672,61,0.13114754098360656,4,4,0
9009125265,169.41744680851065,47,0.0851063829787234,4,4,0
9009366660,164.50227272727273,44,0.11363636363636363,4,4,0
9009510077,158.45545454545453,77,0.09090909090909091,4,4,0
9009704427,151.07842105263157,38,0.07894736842105263,4,4,0
9009764916,151.88106382978722,47,0.02127659574468085,4,4,0
9009996511,170.91942307692307,52,0.07692307692307693,4,4,0
9010159092,167.10479999999998,50,0.06,4,4,0
9010211953,148.917,60,0.03333333333333333,4,4,0
9010256514,157.87633802816902,71,0.056338028169014086,4,4,0
9010288151,148.67591836734692,49,0.14285714285714285,4,4,0
9010331747,151.45,46,0.043478260869565216,4,4,0
9010367980,161.5484745762712,59,0.03389830508474576,4,4,0
9010519751,167.7620634920635,63,0.031746031746031744,4,4,0
9010520894,148.17868852459017,61,0.08196721311475409,4,4,0
9010528523,160.51,49,0.02040816326530612,4,4,0
9010556957,166.94672727272726,55,0.07272727272727272,4,4,0
9010585143,153.58162790697676,43,0.18604651162790697,4,4,0
9010591740,143.81386363636364,44,0.09090909090909091,4,4,0
9010649931,153.27,60,0.05,4,4,0
9010744609,153.2059375,64,0.0,4,4,0
9010802596,171.5910769230769,65,0.09230769230769231,4,4,0
9010842573,158.37800000000001,55,0.09090909090909091,4,4,0
9010860041,161.34244444444445,45,0.06666666666666667,4,4,0
9010981317,167.58603773584906,53,0.07547169811320754,4,4,0
9011181576,154.3611688311688,77,0.06493506493506493,4,4,0
9011266849,156.33444444444444,54,0.05555555555555555,4,4,0
9011438488,153.52722222222224,72,0.027777777777777776,4,4,0
9011472939,159.5336842105263,76,0.07894736842105263,4,4,0
9011572201,119.05444444444444,414,0.47342995169082125,4,4,1
9011718600,159.79673469387754,49,0.04081632653061224,4,4,0
9011979525,163.73548387096776,62,0.04838709677419355,4,4,0
9012126341,162.156,95,0.06315789473684211,4,4,0
9012329109,120.29797136038185,419,0.4439140811455847,4,4,1
9012332103,159.30950819672134,61,0.04918032786885246,4,4,0
9012430563,156.78491803278686,61,0.01639344262295082,4,4,0
9012444646,169.87912280701755,57,0.05263157894736842,4,4,0
9012586659,168.0990566037736,53,0.0,4,4,0
9012880911,158.254126984127,63,0.031746031746031744,4,4,0
9012940163,151.7276811594203,69,0.13043478260869565,4,4,0
9012972269,164.47166666666666,78,0.10256410256410256,4,4,0
9012973975,153.07982758620687,58,0.034482758620689655,4,4,0
9013106459,153.18424657534248,73,0.0958904109589041,4,4,0
9013429605,164.44524390243902,82,0.10975609756097561,4,4,0
9013496748,178.56875,64,0.109375,4,4,0
9013526722,163.1612,50,0.1,4,4,0
9013537136,169.2384375,64,0.03125,4,4,0
9013562831,160.0691304347826,46,0.08695652173913043,4,4,0
9013616050,151.08566666666667,60,0.06666666666666667,4,4,0
9013627754,147.9936842105263,57,0.05263157894736842,4,4,0
9013802559,168.58802816901408,71,0.08450704225352113,4,4,0
9014229785,146.4972,75,0.05333333333333334,4,4,0
9014279106,159.71309859154928,71,0.056338028169014086,4,4,0
9014601501,156.93455882352941,68,0.07352941176470588,4,4,0
9014661115,145.47876923076925,65,0.046153846153846156,4,4,0
9015225976,158.065,86,0.023255813953488372,4,4,0
9015451196,169.9368,50,0.1,4,4,0
9015466331,159.92716666666666,60,0.03333333333333333,4,4,0
9015504736,151.68,47,0.0851063829787234,4,4,0
9015548702,117.53322580645161,403,0.47642679900744417,4,4,1
9015639932,123.81525423728813,354,0.4632768361581921,4,4,1
9015737115,160.06847457627117,59,0.05084745762711865,4,4,0
9015804499,161.15107692307691,65,0.1076923076923077,4,4,0
9015814983,149.5440625,64,0.03125,4,4,0
9015863170,153.13066666666666,45,0.06666666666666667,4,4,0
9015900657,165.50967391304349,92,0.043478260869565216,4,4,0
9015905053,166.1451219512195,82,0.04878048780487805,4,4,0
9015930783,150.6363768115942,69,0.028985507246376812,4,4,0
9016005522,166.9411111111111,54,0.07407407407407407,4,4,0
9016131051,153.41162790697675,43,0.09302325581395349,4,4,0
9016257322,155.71116666666666,60,0.08333333333333333,4,4,0
9016379768,178.66291666666666,48,0.041666666666666664,4,4,0
9016528919,160.6953333333333,60,0.05,4,4,0
9016733608,158.5491379310345,58,0.017241379310344827,4,4,0
9017157144,147.16876923076921,65,0.03076923076923077,4,4,0
9017255496,119.29681034482759,348,0.47988505747126436,4,4,1
9017391441,163.02442857142856,70,0.11428571428571428,4,4,0
9017392261,157.73814814814816,54,0.037037037037037035,4,4,0
9017474521,159.28104477611942,67,0.014925373134328358,4,4,0
9017550109,168.0663768115942,69,0.043478260869565216,4,4,0
9017608935,155.2036,50,0.02,4,4,0
9017644364,163.97673076923078,52,0.019230769230769232,4,4,0
9017707516,160.4554385964912,57,0.08771929824561403,4,4,0
9017907476,175.50500000000002,56,0.10714285714285714,4,4,0
9018110803,150.27360000000002,50,0.08,4,4,0
9018127472,165.04413793103447,58,0.10344827586206896,4,4,0
9018191685,152.99448979591835,49,0.02040816326530612,4,4,0
9018212380,159.8905172413793,58,0.017241379310344827,4,4,0
9018309073,166.13555555555556,54,0.09259259259259259,4,4,0
9018411474,158.1342372881356,59,0.05084745762711865,4,4,0
9018595980,148.6875806451613,62,0.08064516129032258,4,4,0
9018711871,158.7546,50,0.04,4,4,0
9018743273,169.15333333333334,45,0.022222222222222223,4,4,0
9018797273,165.50045454545455,44,0.13636363636363635,4,4,0
9018837048,148.14333333333332,42,0.11904761904761904,4,4,0
9018922087,153.77377777777778,45,0.06666666666666667,4,4,0
9019160064,156.68020833333333,48,0.08333333333333333,4,4,0
9019268005,169.47148148148148,81,0.024691358024691357,4,4,0
9019329509,163.3046875,64,0.09375,4,4,0
9019386795,166.96428571428572,63,0.09523809523809523,4,4,0
9019396911,164.13137254901963,51,0.0784313725490196,4,4,0
9019524516,156.86125,72,0.08333333333333333,4,4,0
9019615977,151.8273076923077,52,0.0,4,4,0
9019635040,154.675,52,0.09615384615384616,4,4,0
9019843055,165.4782894736842,76,0.05263157894736842,4,4,0
9019859092,163.3718309859155,71,0.11267605633802817,4,4,0
9020306684,155.5796551724138,58,0.06896551724137931,4,4,0
9020344239,159.55066666666664,75,0.06666666666666667,4,4,0
9020701374,151.37901960784313,51,0.058823529411764705,4,4,0
9020807992,167.79181818181817,66,0.030303030303030304,4,4,0
9020944764,153.2409090909091,55,0.09090909090909091,4,4,0
9020969283,163.07848101265824,79,0.0379746835443038,4,4,0
9021137323,180.9204761904762,42,0.023809523809523808,4,4,0
9021174349,156.33962025316455,79,0.06329113924050633,4,4,0
9021371936,154.83565217391305,46,0.043478260869565216,4,4,0
9021381133,164.62530303030303,66,0.015151515151515152,4,4,0
9021430774,154.7840625,64,0.078125,4,4,0
9021442924,174.7484,50,0.1,4,4,0
9021655318,151.65622222222223,45,0.08888888888888889,4,4,0
9021700718,171.77854166666668,48,0.020833333333333332,4,4,0
9021710604,124.79287841191066,403,0.47146401985111663,4,4,1
9021950534,167.3919607843137,51,0.058823529411764705,4,4,0
9022073289,158.41290322580645,62,0.03225806451612903,4,4,0
9022086963,149.83033333333333,60,0.11666666666666667,4,4,0
9022147889,155.34714285714284,70,0.04285714285714286,4,4,0
9022153826,170.66129629629629,54,0.018518518518518517,4,4,0
9022181572,163.7001754385965,57,0.05263157894736842,4,4,0
9022241640,165.1805,40,0.075,4,4,0
9022260558,169.5059493670886,79,0.06329113924050633,4,4,0
9022323034,166.7044,50,0.06,4,4,0
9022332460,167.01898734177215,79,0.13924050632911392,4,4,0
9022632819,162.4851724137931,87,0.04597701149425287,4,4,0
9022780994,156.514358974359,39,0.07692307692307693,4,4,0
9022785606,155.99052083333333,96,0.11458333333333333,4,4,0
9022900521,147.0321212121212,66,0.07575757575757576,4,4,0
9022963928,160.88333333333333,45,0.044444444444444446,4,4,0
9023225744,160.30783333333332,60,0.03333333333333333,4,4,0
9023318289,161.59297297297297,74,0.06756756756756757,4,4,0
9023326889,154.6545588235294,68,0.10294117647058823,4,4,0
9023452668,153.30094594594595,74,0.08108108108108109,4,4,0
9023470162,171.99901639344264,61,0.0,4,4,0
9023505891,155.37754098360656,61,0.09836065573770492,4,4,0
9023637732,155.00597014925373,67,0.014925373134328358,4,4,0
9023674082,150.76768115942028,69,0.057971014492753624,4,4,0
9023955171,151.10029411764705,68,0.04411764705882353,4,4,0
9024165666,169.00535714285712,56,0.05357142857142857,4,4,0
9024169856,154.94760563380282,71,0.04225352112676056,4,4,0
9024182133,153.88508196721313,61,0.01639344262295082,4,4,0
9024183279,123.4444976076555,418,0.4473684210526316,4,4,1
9024283654,154.92985507246377,69,0.07246376811594203,4,4,0
9024447133,168.87910447761195,67,0.1044776119402985,4,4,0
9024734566,145.00216216216216,74,0.08108108108108109,4,4,0
9024863740,168.14292682926828,41,0.0975609756097561,4,4,0
9024883425,163.77483516483517,91,0.06593406593406594,4,4,0
9024887119,158.14172413793102,58,0.034482758620689655,4,4,0
9025162356,159.37627450980392,51,0.0784313725490196,4,4,0
9025239704,163.53878048780487,41,0.0,4,4,0
9025302178,158.4489655172414,58,0.05172413793103448,4,4,0
9025337665,167.38660714285714,56,0.07142857142857142,4,4,0
9025386546,165.25021052631578,95,0.09473684210526316,4,4,0
9025426576,161.51441860465115,43,0.09302325581395349,4,4,0
9025567628,144.65963636363637,55,0.03636363636363636,4,4,0
9025637575,162.58977272727273,88,0.06818181818181818,4,4,0
9025658348,163.356,50,0.14,4,4,0
9025680299,157.60945205479453,73,0.0684931506849315,4,4,0
9025746147,158.41476923076922,65,0.03076923076923077,4,4,0
9025977660,145.5188,50,0.04,4,4,0
9026070181,153.42775,80,0.0625,4,4,0
9026307451,150.87216666666666,60,0.08333333333333333,4,4,0
9026388458,154.84787234042554,47,0.06382978723404255,4,4,0
9026621707,164.339375,64,0.09375,4,4,0
9026733948,152.6075,64,0.0,4,4,0
9026791609,158.13018867924526,53,0.03773584905660377,4,4,0
9026954608,145.86615384615385,52,0.07692307692307693,4,4,0
9027011851,161.73785714285714,70,0.11428571428571428,4,4,0
9027033419,161.59543859649125,57,0.017543859649122806,4,4,0
9027040180,159.891914893617,94,0.0425531914893617,4,4,0
9027052479,157.48952380952383,42,0.11904761904761904,4,4,0
9027112021,168.20559322033898,59,0.1016949152542373,4,4,0
9027287497,160.36848484848485,66,0.0,4,4,0
9027677720,161.57795918367347,49,0.04081632653061224,4,4,0
9028029967,157.52015873015873,63,0.06349206349206349,4,4,0
9028092454,154.2281111111111,90,0.1,4,4,0
9028202237,163.07799999999997,55,0.05454545454545454,4,4,0
9028284843,163.45885245901638,61,0.04918032786885246,4,4,0
9028366157,163.25133333333332,60,0.08333333333333333,4,4,0
9028435164,157.84884057971013,69,0.11594202898550725,4,4,0
9028525311,152.5717857142857,56,0.0,4,4,0
9028625166,122.99657471264368,435,0.4735632183908046,4,4,1
9028631324,153.94837209302324,43,0.06976744186046512,4,4,0
9028813846,161.62539999999998,50,0.04,4,4,0
9029283229,151.50068965517244,58,0.034482758620689655,4,4,0
9029474852,164.51742857142855,70,0.1,4,4,0
9029619635,167.1377419354839,62,0.08064516129032258,4,4,0
9030139308,169.1477551020408,49,0.04081632653061224,4,4,0
9030178547,152.29365079365078,63,0.12698412698412698,4,4,0
9030188840,166.69825396825397,63,0.07936507936507936,4,4,0
9030428228,148.24777777777777,45,0.06666666666666667,4,4,0
9030610592,155.35520833333334,48,0.10416666666666667,4,4,0
9030647856,151.6673611111111,72,0.06944444444444445,4,4,0
9030655726,161.06027777777777,72,0.1527777777777778,4,4,0
9030673297,174.7646,50,0.08,4,4,0
9030694724,165.02357142857142,70,0.07142857142857142,4,4,0
9030736938,159.72011904761905,84,0.08333333333333333,4,4,0
9030753401,171.4,49,0.08163265306122448,4,4,0
9030985582,158.45274509803923,51,0.058823529411764705,4,4,0
9031139812,157.46942307692308,52,0.038461538461538464,4,4,0
9031351189,155.14964912280703,57,0.07017543859649122,4,4,0
9031547456,172.27169491525424,59,0.06779661016949153,4,4,0
9031662272,153.74842857142858,70,0.05714285714285714,4,4,0
9031754786,158.40673913043477,46,0.043478260869565216,4,4,0
9031812625,175.50342105263158,76,0.02631578947368421,4,4,0
9032170105,176.95660714285714,56,0.03571428571428571,4,4,0
9032229456,159.8343243243243,74,0.013513513513513514,4,4,0
9032267420,155.06783333333334,60,0.13333333333333333,4,4,0
9032292819,163.20641025641027,39,0.10256410256410256,4,4,0
9032411707,158.085873015873,63,0.031746031746031744,4,4,0
9032489565,168.58153846153846,65,0.12307692307692308,4,4,0
9032710793,155.88027777777776,72,0.06944444444444445,4,4,0
9032731122,158.9596875,64,0.125,4,4,0
9032840019,162.27114942528735,87,0.04597701149425287,4,4,0
9032885318,165.8000980392157,102,0.058823529411764705,4,4,0
9033051656,165.84333333333333,93,0.07526881720430108,4,4,0
9033051909,162.44161764705882,68,0.08823529411764706,4,4,0
9033099128,121.3179403794038,369,0.43360433604336046,4,4,1
9033145748,119.13292168674698,332,0.4367469879518072,4,4,1
9033162929,155.76393442622953,61,0.09836065573770492,4,4,0
9033164316,153.74203703703702,54,0.037037037037037035,4,4,0
9033197689,154.1835,40,0.025,4,4,0
9033239729,153.06350877192983,57,0.03508771929824561,4,4,0
9033246116,172.5548275862069,58,0.06896551724137931,4,4,0
9033313620,159.09763157894736,76,0.039473684210526314,4,4,0
9033331249,143.11829787234043,47,0.0425531914893617,4,4,0
9033341142,167.9690909090909,55,0.07272727272727272,4,4,0
9033495801,161.10563636363636,55,0.05454545454545454,4,4,0
9033513609,148.76988235294118,85,0.07058823529411765,4,4,0
9033559652,164.32765957446807,47,0.02127659574468085,4,4,0
9033575170,162.2245588235294,68,0.10294117647058823,4,4,0
9033604990,168.55206896551724,58,0.06896551724137931,4,4,0
9033672053,171.87113636363637,88,0.06818181818181818,4,4,0
9033819281,169.24882352941177,51,0.1568627450980392,4,4,0
9033996259,156.89309090909092,55,0.01818181818181818,4,4,0
9034074672,161.3068292682927,41,0.04878048780487805,4,4,0
9034140716,173.53652173913045,46,0.15217391304347827,4,4,0
9034186180,163.1276315789474,38,0.13157894736842105,4,4,0
9034217277,160.87805970149253,67,0.07462686567164178,4,4,0
9034383685,169.46605633802818,71,0.014084507042253521,4,4,0
9034565506,147.70882352941175,51,0.0784313725490196,4,4,0
9034576177,157.24960784313726,51,0.0784313725490196,4,4,0
9034770437,163.8612,75,0.05333333333333334,4,4,0
9035000310,159.34188679245284,53,0.11320754716981132,4,4,0
9035001396,147.6436,50,0.0,4,4,0
9035039348,155.47767441860466,43,0.046511627906976744,4,4,0
9035388971,163.91612903225806,62,0.11290322580645161,4,4,0
9035482921,160.26753623188407,69,0.043478260869565216,4,4,0
9035505807,150.320350877193,57,0.03508771929824561,4,4,0
9035619062,160.37866666666665,60,0.1,4,4,0
9035720430,154.3569230769231,52,0.038461538461538464,4,4,0
9035734936,119.33259023354564,471,0.4607218683651805,4,4,1
9035771416,161.19557377049182,61,0.09836065573770492,4,4,0
9035814695,148.72560975609755,41,0.04878048780487805,4,4,0
9035844313,170.57955223880597,67,0.08955223880597014,4,4,0
9035928076,167.6694,50,0.12,4,4,0
9036068527,176.14491525423728,59,0.11864406779661017,4,4,0
9036148803,162.87,66,0.045454545454545456,4,4,0
9036289427,116.32015,400,0.4875,4,4,1
9036294886,165.1144230769231,52,0.09615384615384616,4,4,0
9036368874,153.31342857142857,70,0.05714285714285714,4,4,0
9036547824,171.68903225806451,62,0.04838709677419355,4,4,0
9036576409,151.555625,64,0.0625,4,4,0
9036618084,164.673,40,0.05,4,4,0
9036868094,158.88507936507938,63,0.031746031746031744,4,4,0
9037160780,121.56681940700808,371,0.4636118598382749,4,4,1
9037280017,161.62918032786885,61,0.11475409836065574,4,4,0
9037315490,173.62022222222222,45,0.044444444444444446,4,4,0
9037326587,154.11901639344262,61,0.01639344262295082,4,4,0
9037553097,170.97531914893617,47,0.0425531914893617,4,4,0
9037777008,118.23867521367521,468,0.49572649572649574,4,4,1
9037825640,166.5388888888889,72,0.041666666666666664,4,4,0
9037831997,156.72096774193548,62,0.016129032258064516,4,4,0
9038077718,161.37063291139242,79,0.08860759493670886,4,4,0
9038179717,151.11657142857143,35,0.08571428571428572,4,4,0
9038207764,154.41061224489795,49,0.061224489795918366,4,4,0
9038217340,165.11454545454546,77,0.012987012987012988,4,4,0
9038278914,160.25145833333332,48,0.10416666666666667,4,4,0
9038293963,167.905,64,0.046875,4,4,0
9038326768,152.9995348837209,86,0.08139534883720931,4,4,0
9038386812,154.6834722222222,72,0.1111111111111111,4,4,0
9038435022,153.89951612903226,62,0.03225806451612903,4,4,0
9038560650,164.52311475409834,61,0.11475409836065574,4,4,0
9038755623,151.14142857142858,56,0.07142857142857142,4,4,0
9038860168,159.7187755102041,49,0.061224489795918366,4,4,0
9039041435,157.77108695652174,46,0.043478260869565216,4,4,0
9039051619,155.9151515151515,66,0.10606060606060606,4,4,0
9039109075,166.96283582089552,67,0.08955223880597014,4,4,0
9039281161,149.70092307692306,65,0.046153846153846156,4,4,0
9039724895,154.77551020408163,49,0.04081632653061224,4,4,0
9039812129,154.71,54,0.09259259259259259,4,4,0
9039866309,159.21190476190475,42,0.09523809523809523,4,4,0
9040007775,156.29185185185185,54,0.07407407407407407,4,4,0
9040199120,155.93602739726026,73,0.0547945205479452,4,4,0
9040356195,165.16322033898302,59,0.06779661016949153,4,4,0
9040375757,155.56058823529412,68,0.014705882352941176,4,4,0
9040407067,160.4896,50,0.06,4,4,0
9040528421,166.15891304347826,46,0.13043478260869565,4,4,0
9040774307,153.09454545454545,55,0.12727272727272726,4,4,0
9040827544,162.18652173913046,69,0.07246376811594203,4,4,0
9040896734,154.76431034482758,58,0.10344827586206896,4,4,0
9041018495,121.18204081632653,392,0.45663265306122447,4,4,1
9041232803,174.02367088607596,79,0.012658227848101266,4,4,0
9041500380,157.53366666666668,60,0.11666666666666667,4,4,0
9041543493,159.6529268292683,41,0.07317073170731707,4,4,0
9041645324,155.3659375,64,0.078125,4,4,0
9041680279,158.47702127659574,47,0.02127659574468085,4,4,0
9041789426,156.07193548387096,62,0.06451612903225806,4,4,0
9041881949,155.41785714285714,70,0.04285714285714286,4,4,0
9041904708,161.2707777777778,90,0.03333333333333333,4,4,0
9041991664,160.7719117647059,68,0.08823529411764706,4,4,0
9042010576,157.41833333333335,72,0.05555555555555555,4,4,0
9042108966,158.25352112676057,71,0.07042253521126761,4,4,0
9042246619,159.182875,80,0.0875,4,4,0
9042294224,175.47516666666667,60,0.06666666666666667,4,4,0
9042365147,166.34886075949368,79,0.05063291139240506,4,4,0
9042450274,163.38879310344825,58,0.034482758620689655,4,4,0
9042467307,154.81146341463415,41,0.12195121951219512,4,4,0
9042499395,159.34857142857143,70,0.12857142857142856,4,4,0
9042681828,141.71258620689656,58,0.08620689655172414,4,4,0
9043076604,162.662987012987,77,0.03896103896103896,4,4,0
9043317573,159.36415094339623,53,0.09433962264150944,4,4,0
9043444029,166.00619047619045,63,0.1111111111111111,4,4,0
9043587367,160.48745098039214,51,0.0196078431372549,4,4,0
9043724693,171.27988764044943,89,0.0449438202247191,4,4,0
9043793737,152.5306,50,0.08,4,4,0
9043858847,156.72718309859152,71,0.056338028169014086,4,4,0
9044026717,159.74217391304347,69,0.07246376811594203,4,4,0
9044062873,157.80194444444444,72,0.1111111111111111,4,4,0
9044235825,163.13333333333333,63,0.06349206349206349,4,4,0
9044309830,159.93179104477613,67,0.05970149253731343,4,4,0
9044380619,152.8720895522388,67,0.07462686567164178,4,4,0
9044493278,168.9754347826087,46,0.06521739130434782,4,4,0
9044608784,150.20138613861386,101,0.09900990099009901,4,4,0
9044615056,172.08135802469135,81,0.037037037037037035,4,4,0
9044731406,158.77436363636363,55,0.09090909090909091,4,4,0
9044766286,165.91283333333334,60,0.0,4,4,0
9044772794,163.20018181818182,55,0.10909090909090909,4,4,0
9044838766,158.37037735849054,53,0.07547169811320754,4,4,0
9044886167,163.92746835443037,79,0.012658227848101266,4,4,0
9044886426,171.10642857142858,70,0.08571428571428572,4,4,0
9045037001,152.7233962264151,53,0.09433962264150944,4,4,0
9045160160,152.83220588235295,68,0.07352941176470588,4,4,0
9045183392,154.83116883116884,77,0.05194805194805195,4,4,0
9045232346,159.7581818181818,44,0.09090909090909091,4,4,0
9045249074,149.04129032258064,62,0.06451612903225806,4,4,0
9045377134,157.85085365853658,82,0.10975609756097561,4,4,0
9045449519,167.8041772151899,79,0.1518987341772152,4,4,0
9045474170,150.570625,48,0.125,4,4,0
9045480609,159.7590566037736,53,0.07547169811320754,4,4,0
9045536674,156.6694827586207,58,0.06896551724137931,4,4,0
9045596010,149.1919298245614,57,0.07017543859649122,4,4,0
9045596564,156.05627450980393,51,0.13725490196078433,4,4,0
9045764661,166.5706557377049,61,0.04918032786885246,4,4,0
9046102661,157.98413793103447,58,0.034482758620689655,4,4,0
9046135846,156.744,75,0.05333333333333334,4,4,0
9046248236,157.38545454545454,44,0.06818181818181818,4,4,0
9046292953,149.4129347826087,92,0.05434782608695652,4,4,0
9046318353,157.6124,50,0.06,4,4,0
9046429467,134.097,40,0.1,4,4,0
9046526049,167.5417391304348,92,0.09782608695652174,4,4,0
9046550936,162.9606451612903,62,0.06451612903225806,4,4,0
9046572702,165.96891891891892,37,0.05405405405405406,4,4,0
9046612212,159.92761904761906,42,0.023809523809523808,4,4,0
9046819525,148.2753448275862,58,0.034482758620689655,4,4,0
9046827391,158.86548387096775,62,0.08064516129032258,4,4,0
9046966246,153.05367346938775,49,0.02040816326530612,4,4,0
9047087085,156.61035714285714,56,0.07142857142857142,4,4,0
9047135398,167.1559090909091,66,0.09090909090909091,4,4,0
9047278279,149.51520833333333,48,0.10416666666666667,4,4,0
9047321936,160.63857142857142,49,0.04081632653061224,4,4,0
9047455002,171.56846153846152,52,0.019230769230769232,4,4,0
9047577883,164.28079365079367,63,0.047619047619047616,4,4,0
9047909365,151.10416666666666,48,0.08333333333333333,4,4,0
9047972991,155.31770833333334,48,0.0625,4,4,0
9048183340,159.64788888888887,90,0.06666666666666667,4,4,0
9048265494,172.31357142857144,84,0.047619047619047616,4,4,0
9048347780,167.72234375,64,0.0625,4,4,0
9048494074,157.872,40,0.125,4,4,0
9048577421,163.55149253731344,67,0.13432835820895522,4,4,0
